"event.id","channel","start","end","bottom.freq","top.freq","species.code","common.name","annotation","recording.id","deploy.id"
2372,1,191.174,205.906,3.3861,9.8998,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11712,"14569_1_2020_06_11_FVA133"
2373,1,297.635,312.01,3.7997,9.1761,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11712,"14569_1_2020_06_11_FVA133"
2374,1,536.851,537.259,4.3683,8.349,"eurwoo","Eurasian Woodcock","whistle",11712,"14569_1_2020_06_11_FVA133"
2375,1,243.552,247.543,3.5305,8.7887,"eurwoo","Eurasian Woodcock","whistle, whistle",11716,"14569_1_2020_06_11_FVA133"
2376,1,531.946,540.04,3.3052,12.9202,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11716,"14569_1_2020_06_11_FVA133"
2377,1,273.762,281.244,3.5412,9.8481,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11708,"14569_1_2020_06_11_FVA133"
2378,1,263.738,274.301,4.169,10.9671,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11710,"14569_1_2020_06_11_FVA133"
2379,1,439.9,440.327,3.8685,9.9906,"eurwoo","Eurasian Woodcock","whistle",11710,"14569_1_2020_06_11_FVA133"
2380,1,574.813,585.767,3.4178,13.5587,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11710,"14569_1_2020_06_11_FVA133"
2381,1,34.047,47.339,3.9289,8.8918,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11724,"14569_1_2020_06_11_FVA133"
2382,1,250.222,256.098,4.0065,7.8578,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11724,"14569_1_2020_06_11_FVA133"
2383,1,286.67,287.301,3.7738,7.7803,"eurwoo","Eurasian Woodcock","whistle",11724,"14569_1_2020_06_11_FVA133"
2384,1,15.055,30.11,2.6743,14.3622,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock, woodcock",11646,"14569_1_2020_06_11_FVA133"
2385,1,253.56,273.358,0.9245,11.82,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock, woodcock",11646,"14569_1_2020_06_11_FVA133"
2386,1,414.372,434.339,0.8914,16.5413,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock, woodcock",11646,"14569_1_2020_06_11_FVA133"
2387,1,11.045,21.032,1.0565,9.2447,"eurwoo","Eurasian Woodcock","woodcock, woodcock",11647,"14569_1_2020_06_11_FVA133"
2388,1,151.058,169.668,0.1981,10.4993,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock, woodcock",11647,"14569_1_2020_06_11_FVA133"
2389,1,55.43,60.763,1.5848,12.8105,"eurwoo","Eurasian Woodcock","woodcock, woodcock",11648,"14569_1_2020_06_11_FVA133"
2390,1,159.838,168.614,1.3207,13.0416,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock",11648,"14569_1_2020_06_11_FVA133"
2391,1,226.752,238.983,1.8159,12.8765,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock",11648,"14569_1_2020_06_11_FVA133"
2392,1,406.956,414.529,0.8914,12.1171,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock",11648,"14569_1_2020_06_11_FVA133"
2394,1,502.038,513.692,1.28,14.3247,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock, woodcock",11648,"14569_1_2020_06_11_FVA133"
2395,1,527.28,538.414,1.32,17.96,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock",11648,"14569_1_2020_06_11_FVA133"
2396,1,47.694,64.045,0.8193,19.19,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock, woodcock",11649,"14569_1_2020_06_11_FVA133"
2397,1,373.678,382.933,1.5848,23.7029,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock",11650,"14569_1_2020_06_11_FVA133"
2398,1,540.34,558.472,1.981,20.0998,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock, woodcock",11650,"14569_1_2020_06_11_FVA133"
2399,1,346.061,357.997,1.0565,14.3292,"eurwoo","Eurasian Woodcock","woodcock, woodcock",11651,"14569_1_2020_06_11_FVA133"
2400,1,563.574,566.716,0.869,22.8414,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock",11651,"14569_1_2020_06_11_FVA133"
2401,1,286.706,299.064,1.1556,16.1341,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, woodcock",11652,"14569_1_2020_06_11_FVA133"
2402,1,526.088,527.264,1.9233,14.8775,"eurwoo","Eurasian Woodcock","woodcock",11655,"14569_1_2020_06_11_FVA133"
2403,1,54.533,60.742,1.6093,11.2064,"eurwoo","Eurasian Woodcock","woodcock, woodcock",11656,"14569_1_2020_06_11_FVA133"
2404,1,342.681,347.856,3.2186,11.5283,"eurwoo","Eurasian Woodcock","woodcock, woodcock",11656,"14569_1_2020_06_11_FVA133"
2405,1,96.484,115.189,2.5423,15.4188,"eurwoo","Eurasian Woodcock","woodcock",11602,"14569_1_2020_06_11_FVA133"
2406,1,370.02,377.876,3.4667,14.5273,"eurwoo","Eurasian Woodcock","woodcock",11602,"14569_1_2020_06_11_FVA133"
2407,1,1.868,9.374,3.7425,17.8197,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11603,"14569_1_2020_06_11_FVA133"
2408,1,186.523,195.109,3.3991,13.8026,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11603,"14569_1_2020_06_11_FVA133"
2409,1,259.414,268.735,2.3004,21.2189,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11603,"14569_1_2020_06_11_FVA133"
2410,1,500.888,519.944,2.8498,16.3433,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11603,"14569_1_2020_06_11_FVA133"
2411,1,271.9,279.599,3.4828,15.4138,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11604,"14569_1_2020_06_11_FVA133"
2412,1,399.717,417.932,1.8966,15.1034,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11604,"14569_1_2020_06_11_FVA133"
2413,1,105.052,105.563,3.2961,10.0944,"eurwoo","Eurasian Woodcock","whistle",11605,"14569_1_2020_06_11_FVA133"
2414,1,112.216,126.973,3.1245,18.3691,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11605,"14569_1_2020_06_11_FVA133"
2415,1,163.413,163.775,4.4292,9.3047,"eurwoo","Eurasian Woodcock","whistle",11605,"14569_1_2020_06_11_FVA133"
2416,1,170.857,183.441,3.1931,10.2318,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11605,"14569_1_2020_06_11_FVA133"
2417,1,220.176,220.571,3.5021,12.7382,"eurwoo","Eurasian Woodcock","whistle",11605,"14569_1_2020_06_11_FVA133"
2418,1,152.537,160.212,3.7425,16.2403,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11606,"14569_1_2020_06_11_FVA133"
2419,1,311.954,320.839,4.0172,13.1502,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11606,"14569_1_2020_06_11_FVA133"
2420,1,61.724,62.038,3.2618,11.9142,"eurwoo","Eurasian Woodcock","whistle",11607,"14569_1_2020_06_11_FVA133"
2421,1,208.252,226.938,2.3691,15.5193,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11607,"14569_1_2020_06_11_FVA133"
2422,1,252.382,260.551,3.5365,12.8069,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11607,"14569_1_2020_06_11_FVA133"
2423,1,282.577,296.518,3.3648,12.2232,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11607,"14569_1_2020_06_11_FVA133"
2424,1,502.706,504.617,3.2077,7.8068,"eurwoo","Eurasian Woodcock","whistle, whistle",11653,"14569_1_2020_06_11_FVA133"
2425,1,265.634,269.796,2.628,8.2705,"eurwoo","Eurasian Woodcock","woodcock",11654,"14569_1_2020_06_11_FVA133"
2426,1,548.027,548.935,2.8986,7.2657,"eurwoo","Eurasian Woodcock","whistle",11654,"14569_1_2020_06_11_FVA133"
2427,1,108.359,112.452,1.7391,7.5749,"eurwoo","Eurasian Woodcock","whistle, whistle",11657,"14569_1_2020_06_11_FVA133"
2428,1,408.203,412.189,3.7101,9.43,"eurwoo","Eurasian Woodcock","whistle, whistle",11657,"14569_1_2020_06_11_FVA133"
2429,1,474.462,477.92,3.1691,10.087,"eurwoo","Eurasian Woodcock","whistle, whistle",11658,"14569_1_2020_06_11_FVA133"
2430,1,364.973,376.348,2.5894,11.3237,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11659,"14569_1_2020_06_11_FVA133"
2431,1,507.514,516.36,2.4734,14.8406,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11659,"14569_1_2020_06_11_FVA133"
2432,1,544.019,551.942,1.7391,13.1787,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11659,"14569_1_2020_06_11_FVA133"
2434,1,231.542,231.627,4.631,8.5586,"eurwoo","Eurasian Woodcock","whistle",16450,"45520_1_2020_06_16_FVA135"
2435,1,257.349,260.225,4.3379,8.3827,"eurwoo","Eurasian Woodcock","whistle, whistle",16450,"45520_1_2020_06_16_FVA135"
2436,1,495.081,498.901,4.8362,10.2292,"eurwoo","Eurasian Woodcock","whistle, whistle",16450,"45520_1_2020_06_16_FVA135"
2437,1,529.098,538.796,2.0517,7.4155,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",16450,"45520_1_2020_06_16_FVA135"
2529,1,87.358,87.606,3.6092,8.1004,"eurwoo","Eurasian Woodcock","whistle",15303,"43791_1_2020_06_12_FVA140"
2438,1,354.776,366.161,4.3672,8.2948,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",16456,"45520_1_2020_06_16_FVA135"
2439,1,468.303,469.398,3.7517,10.3758,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",30954,"43738_4_2020_06_12_FVA120"
2440,1,181.421,181.508,4.2694,8.3316,"eurwoo","Eurasian Woodcock","whistle",30955,"43738_4_2020_06_12_FVA120"
2441,1,278.835,278.998,4.2207,8.4413,"eurwoo","Eurasian Woodcock","whistle",30956,"43738_4_2020_06_12_FVA120"
2442,1,14.08,19.42,4.3672,8.4706,"eurwoo","Eurasian Woodcock","whistle, whistle",30957,"43738_4_2020_06_12_FVA120"
2443,1,421.437,421.571,4.0155,8.4999,"eurwoo","Eurasian Woodcock","whistle",30957,"43738_4_2020_06_12_FVA120"
2444,1,318.338,331.098,4.0741,11.8413,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",30958,"43738_4_2020_06_12_FVA120"
2445,1,348.647,348.749,0.9379,8.412,"eurwoo","Eurasian Woodcock","whistle",30958,"43738_4_2020_06_12_FVA120"
2446,1,360.744,367.38,4.1034,8.3827,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",30958,"43738_4_2020_06_12_FVA120"
2447,1,596.418,599.2,5.0946,9.191,"eurwoo","Eurasian Woodcock","whistle, whistle",18535,"46874_1_2020_06_25_FVA128"
2448,1,28.849,28.956,4.7221,6.9615,"eurwoo","Eurasian Woodcock","whistle",18536,"46874_1_2020_06_25_FVA128"
2449,1,59.46,59.54,5.1602,7.4483,"eurwoo","Eurasian Woodcock","whistle",18536,"46874_1_2020_06_25_FVA128"
2450,1,68.328,68.422,4.43,6.7667,"eurwoo","Eurasian Woodcock","whistle",18536,"46874_1_2020_06_25_FVA128"
2451,1,319.278,323.261,0.1373,10.6094,"eurwoo","Eurasian Woodcock","whistle, croak, whistle",27051,"18800_2_2021_06_14_FVA121"
2452,1,102.842,106.741,0.206,9.133,"eurwoo","Eurasian Woodcock","whistle, croak, whistle",27052,"18800_2_2021_06_14_FVA121"
2453,1,437.033,440.997,0.2747,13.8369,"eurwoo","Eurasian Woodcock","whistle, croak, croak, whistle",27052,"18800_2_2021_06_14_FVA121"
2454,1,32.485,33.028,3.3648,10.7468,"eurwoo","Eurasian Woodcock","whistle",27053,"18800_2_2021_06_14_FVA121"
2455,1,160.716,161.161,3.6738,9.0987,"eurwoo","Eurasian Woodcock","whistle",27053,"18800_2_2021_06_14_FVA121"
2456,1,13.759,20.727,0.2403,9.9571,"eurwoo","Eurasian Woodcock","whistle, croak, whistle, whistle",27054,"18800_2_2021_06_14_FVA121"
2457,1,371.327,376.038,0.2747,14.0429,"eurwoo","Eurasian Woodcock","whistle, croak",27054,"18800_2_2021_06_14_FVA121"
2458,1,448.817,456.261,0.309,12.3262,"eurwoo","Eurasian Woodcock","whistle, croak, whistle, whistle",27054,"18800_2_2021_06_14_FVA121"
2459,1,41.745,46.629,0.103,9.6137,"eurwoo","Eurasian Woodcock","croak, whistle, croak, whistle",27055,"18800_2_2021_06_14_FVA121"
2460,1,264.287,266.099,0.2403,1.7854,"eurwoo","Eurasian Woodcock","roak",27055,"18800_2_2021_06_14_FVA121"
2461,1,277.639,278.43,2.6094,14.8326,"eurwoo","Eurasian Woodcock","roak",27055,"18800_2_2021_06_14_FVA121"
2462,1,258.142,267.775,0.412,13.8369,"eurwoo","Eurasian Woodcock","whistle, whistle, croak, whistle, whistle, croak",27056,"18800_2_2021_06_14_FVA121"
2463,1,443.115,454.597,0.1717,11.7425,"eurwoo","Eurasian Woodcock","whistle, whistle, croak, whistle, whistle",27057,"18800_2_2021_06_14_FVA121"
2464,1,534.284,545.808,3.2961,11.2618,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",27057,"18800_2_2021_06_14_FVA121"
2465,1,315.41,328.643,0.2431,11.0449,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, croak, whistle, croak, whistle",28824,"25175_5_2021_05_10_FVA008"
2466,1,122.085,130.156,2.1534,9.1346,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",28826,"25175_5_2021_05_10_FVA008"
2467,1,490.51,514.052,0.2084,17.5051,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, croak, whistle, croak, whistle, croak, whistle, croak, whistle",28826,"25175_5_2021_05_10_FVA008"
2468,1,521.71,522.056,2.848,8.1968,"eurwoo","Eurasian Woodcock","whistle",28826,"25175_5_2021_05_10_FVA008"
2469,1,279.205,304.482,0.3473,18.7902,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, croak, whistle, croak, whistle, croak, whistle, whistle, whistle",29142,"25175_5_2021_05_10_FVA008"
2470,1,545.093,569.259,0.3126,16.1505,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, croak, whistle, croak, whistle, croak, whistle, whistle",29142,"25175_5_2021_05_10_FVA008"
2471,1,575.686,576.081,3.6122,7.5369,"eurwoo","Eurasian Woodcock","whistle",29142,"25175_5_2021_05_10_FVA008"
2472,1,376.207,380.391,2.4313,6.9812,"eurwoo","Eurasian Woodcock","woodcock, chase",28828,"25175_5_2021_05_10_FVA008"
2473,1,532.392,541.401,2.6049,14.657,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",28822,"25175_5_2021_05_10_FVA008"
2474,1,181.287,184.762,3.9942,7.5022,"eurwoo","Eurasian Woodcock","whistle, whistle",28823,"25175_5_2021_05_10_FVA008"
2475,1,288.272,308.563,2.0145,15.1433,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle, whistle",28827,"25175_5_2021_05_10_FVA008"
2476,1,320.907,331.394,3.2996,8.6831,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",28827,"25175_5_2021_05_10_FVA008"
2477,1,595.944,599.551,2.7786,13.4761,"eurwoo","Eurasian Woodcock","whistle, whistle",29138,"25175_5_2021_05_10_FVA008"
2478,1,266.134,270.606,3.6617,10.4279,"eurwoo","Eurasian Woodcock","whistle, whistle",27061,"45499_1_2021_06_26_FVA125"
2479,1,281.43,282.129,3.5821,8.0796,"eurwoo","Eurasian Woodcock","whistle",27061,"45499_1_2021_06_26_FVA125"
2480,1,420.944,428.016,1.99,8.2786,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",27061,"45499_1_2021_06_26_FVA125"
2481,1,467.522,468.444,3.7015,14.1294,"eurwoo","Eurasian Woodcock","whistle",27061,"45499_1_2021_06_26_FVA125"
2482,1,494.335,494.964,2.5075,8.0796,"eurwoo","Eurasian Woodcock","whistle",27062,"45499_1_2021_06_26_FVA125"
2483,1,154.739,157.358,2.8657,9.194,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",27063,"45499_1_2021_06_26_FVA125"
2484,1,336.96,346.126,1.1542,9.3532,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",27063,"45499_1_2021_06_26_FVA125"
2485,1,478.044,484.783,2.9453,8.0398,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",27063,"45499_1_2021_06_26_FVA125"
2486,1,236.623,248.457,1.0746,11.9005,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",27064,"45499_1_2021_06_26_FVA125"
2487,1,332.315,344.639,2.9055,10.2687,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",27065,"45499_1_2021_06_26_FVA125"
2488,1,361.908,370.177,2.9453,9.592,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",27065,"45499_1_2021_06_26_FVA125"
2489,1,423.987,433.583,0.398,17.7512,"eurwoo","Eurasian Woodcock","whistle, croak, whistle, whistle, whistle",27066,"45499_1_2021_06_26_FVA125"
2496,1,594.181,597.217,5.4044,9.5352,"eurwoo","Eurasian Woodcock","whistle, whistle",14679,"42618_2_2020_06_21_FVA101"
2497,1,0.776,6.513,4.5783,11.4973,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",14680,"42618_2_2020_06_21_FVA101"
2498,1,506.852,515.983,3.508,14.136,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",20760,"43323_3_2021_05_20_FVA046"
2499,1,511.706,520.999,2.1534,13.2677,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",20761,"43323_3_2021_05_20_FVA046"
2500,1,264.995,273.286,3.2996,10.5239,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",20762,"43323_3_2021_05_20_FVA046"
2501,1,527.411,535.098,2.7091,13.8929,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",20762,"43323_3_2021_05_20_FVA046"
2502,1,95.465,110.255,2.0492,14.136,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",20763,"43323_3_2021_05_20_FVA046"
2503,1,52.593,66.329,3.2996,8.2315,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",20764,"43323_3_2021_05_20_FVA046"
2504,1,251.595,262.234,2.7786,12.712,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",20764,"43323_3_2021_05_20_FVA046"
2505,1,154.911,166.674,3.2301,12.5731,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",20893,"43323_3_2021_05_20_FVA046"
2506,1,174.144,174.657,3.2996,10.5239,"eurwoo","Eurasian Woodcock","whistle",20893,"43323_3_2021_05_20_FVA046"
2507,1,414.845,423.743,2.8828,13.1635,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",20893,"43323_3_2021_05_20_FVA046"
2508,1,104.578,115.481,0,20.7352,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, croak, whistle, whistle",20894,"43323_3_2021_05_20_FVA046"
2509,1,207.816,219.201,2.8133,11.809,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",20896,"43323_3_2021_05_20_FVA046"
2510,1,259.744,273.649,0,21.4993,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, croak, whistle, whistle, whistle",20896,"43323_3_2021_05_20_FVA046"
2511,1,544.055,544.122,3.6345,9.7896,"eurwoo","Eurasian Woodcock","whistle",17963,"31917_3_2020_05_28_FVA069"
2512,1,129.801,133.417,4.25,9.3206,"eurwoo","Eurasian Woodcock","whistle, whistle",17964,"31917_3_2020_05_28_FVA069"
2513,1,284.69,288.588,3.6345,9.262,"eurwoo","Eurasian Woodcock","whistle, whistle",17964,"31917_3_2020_05_28_FVA069"
2514,1,201.476,201.641,4.6603,8.9982,"eurwoo","Eurasian Woodcock","whistle",17965,"31917_3_2020_05_28_FVA069"
2515,1,275.178,285.962,3.0189,11.2258,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",17966,"31917_3_2020_05_28_FVA069"
2516,1,448.634,456.406,4.0741,10.1999,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",17966,"31917_3_2020_05_28_FVA069"
2517,1,210.396,217.954,4.0155,12.2516,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",17967,"31917_3_2020_05_28_FVA069"
2518,1,216.775,220.716,4.6017,9.643,"eurwoo","Eurasian Woodcock","whistle, whistle",17968,"31917_3_2020_05_28_FVA069"
2519,1,467.026,496.149,2.653,14.1175,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle, whistle, whistle",15305,"43791_1_2020_06_12_FVA140"
2520,1,503.328,520.738,3.3318,20.6225,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",15305,"43791_1_2020_06_12_FVA140"
2521,1,534.638,548.899,3.3425,14.0092,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",15305,"43791_1_2020_06_12_FVA140"
2522,1,204.156,207.848,3.8938,12.2534,"eurwoo","Eurasian Woodcock","whistle, whistle",15306,"43791_1_2020_06_12_FVA140"
2523,1,413.007,417.76,3.4893,14.141,"eurwoo","Eurasian Woodcock","whistle, whistle",15306,"43791_1_2020_06_12_FVA140"
2524,1,372.111,379.062,2.9029,12.4302,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",15300,"43791_1_2020_06_12_FVA140"
2525,1,393.881,397.654,3.8705,9.9739,"eurwoo","Eurasian Woodcock","whistle, whistle",15300,"43791_1_2020_06_12_FVA140"
2526,1,561.891,568.809,2.6051,12.8024,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",15300,"43791_1_2020_06_12_FVA140"
2527,1,148.958,156.438,2.6922,13.7818,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",15301,"43791_1_2020_06_12_FVA140"
2528,1,272.327,276.511,0.4704,10.826,"eurwoo","Eurasian Woodcock","croak, croak, whistle",15302,"43791_1_2020_06_12_FVA140"
2530,1,376.273,391.221,0.2807,14.4895,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, croak, whistle, whistle",15303,"43791_1_2020_06_12_FVA140"
2531,1,483.908,488.157,0,16.3469,"eurwoo","Eurasian Woodcock","whistle, croak, whistle",15304,"43791_1_2020_06_12_FVA140"
2532,1,0.456,0.79,3.5615,9.4112,"eurwoo","Eurasian Woodcock","whistle",15308,"43791_1_2020_06_12_FVA140"
2533,1,76.01,76.377,4.6543,9.0898,"eurwoo","Eurasian Woodcock","whistle",15308,"43791_1_2020_06_12_FVA140"
2534,1,404.631,426.935,0,22.4301,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, croak, whistle, croak, whistle, whistle, whistle",15308,"43791_1_2020_06_12_FVA140"
2535,1,436.167,441.121,2.3933,16.5354,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",15323,"43791_1_2020_06_12_FVA140"
2536,1,553.346,566.224,3.046,22.8885,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",15324,"43791_1_2020_06_12_FVA140"
2537,1,586.913,587.554,3.5077,14.0923,"eurwoo","Eurasian Woodcock","whistle",15324,"43791_1_2020_06_12_FVA140"
2538,1,21.592,36.758,2.5231,19.5077,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",15345,"43791_1_2020_06_12_FVA140"
2539,1,44.008,48.436,2.5231,9.5385,"eurwoo","Eurasian Woodcock","whistle, whistle",15345,"43791_1_2020_06_12_FVA140"
2540,1,64.917,69.736,3.4462,14.0923,"eurwoo","Eurasian Woodcock","whistle, whistle",15345,"43791_1_2020_06_12_FVA140"
2541,1,226.174,246.33,0.3077,23.6923,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, croak, whistle, whistle",15345,"43791_1_2020_06_12_FVA140"
2542,1,261.027,269.7,2.8308,18.1538,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",15345,"43791_1_2020_06_12_FVA140"
2543,1,282.439,287.663,3.2,12.7385,"eurwoo","Eurasian Woodcock","whistle, whistle",15345,"43791_1_2020_06_12_FVA140"
2544,1,51.472,65.599,3.1555,23.8777,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",15349,"43791_1_2020_06_12_FVA140"
2545,1,72.382,76.27,3.1667,7.5556,"eurwoo","Eurasian Woodcock","whistle, whistle",15349,"43791_1_2020_06_12_FVA140"
2546,1,218.297,227.479,3.3056,14.3611,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",15349,"43791_1_2020_06_12_FVA140"
2547,1,503.002,518.114,2.632,18.0289,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",15349,"43791_1_2020_06_12_FVA140"
2549,1,186.861,187.551,3.7847,18.347,"eurwoo","Eurasian Woodcock","whistle",15562,"43791_1_2020_06_12_FVA140"
2550,1,290.71,294.373,2.9268,12.9443,"eurwoo","Eurasian Woodcock","whistle, whistle",15562,"43791_1_2020_06_12_FVA140"
2551,1,508.112,508.539,4.1008,11.6839,"eurwoo","Eurasian Woodcock","whistle",15562,"43791_1_2020_06_12_FVA140"
2552,1,526.527,540.078,0.4139,15.8373,"eurwoo","Eurasian Woodcock","whistle, whistle, croak, whistle, whistle",15562,"43791_1_2020_06_12_FVA140"
2553,1,521.255,533.405,3.7789,19.8145,"eurwoo","Eurasian Woodcock","woodcock, woodcock, woodcock, whistle",15322,"43791_1_2020_06_12_FVA140"
2554,1,222.918,223.38,4.3417,10.9749,"eurwoo","Eurasian Woodcock","whistle",15340,"43791_1_2020_06_12_FVA140"
2555,1,229.454,240.41,3.0955,14.392,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",15340,"43791_1_2020_06_12_FVA140"
2556,1,246.63,247.206,4.4221,9.4472,"eurwoo","Eurasian Woodcock","whistle",15340,"43791_1_2020_06_12_FVA140"
2557,1,422.737,423.435,4.4221,9.3266,"eurwoo","Eurasian Woodcock","whistle",15340,"43791_1_2020_06_12_FVA140"
2558,1,429.496,430.149,3.5377,13.5477,"eurwoo","Eurasian Woodcock","whistle",15340,"43791_1_2020_06_12_FVA140"
2559,1,596.384,600,3.8191,14.6734,"eurwoo","Eurasian Woodcock","whistle, whistle",15340,"43791_1_2020_06_12_FVA140"
2560,1,0.92,1.432,3.4975,19.4573,"eurwoo","Eurasian Woodcock","whistle",15341,"43791_1_2020_06_12_FVA140"
2561,1,380.121,383.893,4.3015,15.0352,"eurwoo","Eurasian Woodcock","whistle, whistle",15342,"43791_1_2020_06_12_FVA140"
2562,1,407.89,438.836,2.0503,22.3518,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle, whistle, whistle",15344,"43791_1_2020_06_12_FVA140"
2563,1,218.406,231.036,3.6985,15.2764,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",15348,"43791_1_2020_06_12_FVA140"
2564,1,499.605,521.742,2.8543,20.7035,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle",15348,"43791_1_2020_06_12_FVA140"
