selec,deploy.id,sound.files,start,end,bottom.freq,top.freq,species.code,common.name,annotation,recording.id,duration,date
346,14569_1_2020_06_11_FVA133,20200615_194506.WAV,213.828055,216.828055,6.82391,8.710824,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
354,14569_1_2020_06_11_FVA133,20200615_194506.WAV,249.86036,252.86036,3.696284,11.321486,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
333,14569_1_2020_06_11_FVA133,20200615_192502.WAV,545.714995,548.714995,6.332795,7.857835,eurwoo,Eurasian Woodcock,whistle,11636,3,15/06/2020
332,14569_1_2020_06_11_FVA133,20200615_192502.WAV,561.48497,564.48497,3.437803,17.938611,eurwoo,Eurasian Woodcock,whistle,11636,3,15/06/2020
331,14569_1_2020_06_11_FVA133,20200615_192502.WAV,557.71158,560.71158,3.903069,15.276252,eurwoo,Eurasian Woodcock,whistle,11636,3,15/06/2020
330,14569_1_2020_06_11_FVA133,20200615_192502.WAV,554.3143,557.3143,3.954766,13.027464,eurwoo,Eurasian Woodcock,whistle,11636,3,15/06/2020
329,14569_1_2020_06_11_FVA133,20200615_192502.WAV,549.3669,552.3669,6.203554,8.917609,eurwoo,Eurasian Woodcock,whistle,11636,3,15/06/2020
312,14569_1_2020_06_11_FVA133,20200615_192502.WAV,10.118241,13.118241,3.463651,11.838449,eurwoo,Eurasian Woodcock,whistle,11636,3,15/06/2020
311,14569_1_2020_06_11_FVA133,20200615_192502.WAV,9.254999,12.254999,3.075929,12.200323,eurwoo,Eurasian Woodcock,whistle,11636,3,15/06/2020
328,14569_1_2020_06_11_FVA133,20200615_192502.WAV,391.733515,394.733515,5.092084,7.883683,eurwoo,Eurasian Woodcock,whistle,11636,3,15/06/2020
323,14569_1_2020_06_11_FVA133,20200615_192502.WAV,252.45691,255.45691,3.670436,14.88853,eurwoo,Eurasian Woodcock,whistle,11636,3,15/06/2020
345,14569_1_2020_06_11_FVA133,20200615_193504.WAV,200.425835,203.425835,3.747981,9.279483,eurwoo,Eurasian Woodcock,whistle,11637,3,15/06/2020
335,14569_1_2020_06_11_FVA133,20200615_193504.WAV,107.788182,110.788182,3.567044,11.424879,eurwoo,Eurasian Woodcock,whistle,11637,3,15/06/2020
364,14569_1_2020_06_11_FVA133,20200615_195508.WAV,233.371145,236.371145,1.838188,14.627832,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
365,14569_1_2020_06_11_FVA133,20200615_195508.WAV,237.11187,240.11187,4.504854,14.394822,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
366,14569_1_2020_06_11_FVA133,20200615_195508.WAV,240.871145,243.871145,4.323625,8.517799,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
367,14569_1_2020_06_11_FVA133,20200615_195508.WAV,367.06715,370.06715,4.453074,11.987055,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
368,14569_1_2020_06_11_FVA133,20200615_195508.WAV,370.835705,373.835705,4.271845,11.728155,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
340,14569_1_2020_06_11_FVA133,20200615_193504.WAV,194.755505,197.755505,3.851373,10.235864,eurwoo,Eurasian Woodcock,whistle,11637,3,15/06/2020
341,14569_1_2020_06_11_FVA133,20200615_193504.WAV,195.683725,198.683725,4.678514,10.054927,eurwoo,Eurasian Woodcock,whistle,11637,3,15/06/2020
342,14569_1_2020_06_11_FVA133,20200615_193504.WAV,196.284655,199.284655,3.489499,12.432956,eurwoo,Eurasian Woodcock,whistle,11637,3,15/06/2020
343,14569_1_2020_06_11_FVA133,20200615_193504.WAV,197.15718,200.15718,3.760905,10.765751,eurwoo,Eurasian Woodcock,whistle,11637,3,15/06/2020
344,14569_1_2020_06_11_FVA133,20200615_193504.WAV,198.131805,201.131805,3.644588,13.363489,eurwoo,Eurasian Woodcock,whistle,11637,3,15/06/2020
355,14569_1_2020_06_11_FVA133,20200615_194506.WAV,253.526815,256.526815,3.773829,8.504039,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
348,14569_1_2020_06_11_FVA133,20200615_194506.WAV,220.353435,223.353435,3.024233,14.19063,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
360,14569_1_2020_06_11_FVA133,20200615_194506.WAV,557.7529,560.7529,3.877221,8.504039,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
359,14569_1_2020_06_11_FVA133,20200615_194506.WAV,554.24425,557.24425,4.549273,8.633279,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
358,14569_1_2020_06_11_FVA133,20200615_194506.WAV,550.47568,553.47568,3.928918,12.458805,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
357,14569_1_2020_06_11_FVA133,20200615_194506.WAV,546.78137,549.78137,4.213247,11.786753,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
385,14569_1_2020_06_11_FVA133,20200615_201512.WAV,103.122045,106.122045,4.420032,11.760905,eurwoo,Eurasian Woodcock,whistle,11641,3,15/06/2020
386,14569_1_2020_06_11_FVA133,20200615_201512.WAV,106.769945,109.769945,4.31664,9.537964,eurwoo,Eurasian Woodcock,whistle,11641,3,15/06/2020
387,14569_1_2020_06_11_FVA133,20200615_201512.WAV,150.36547,153.36547,4.368336,8.34895,eurwoo,Eurasian Woodcock,whistle,11641,3,15/06/2020
384,14569_1_2020_06_11_FVA133,20200615_201512.WAV,99.7340525,102.7340525,4.756058,12.096931,eurwoo,Eurasian Woodcock,whistle,11641,3,15/06/2020
393,14569_1_2020_06_11_FVA133,20200615_202514.WAV,73.210597,76.210597,4.109855,7.521809,eurwoo,Eurasian Woodcock,whistle,11642,3,15/06/2020
353,14569_1_2020_06_11_FVA133,20200615_194506.WAV,246.18462,249.18462,3.864297,14.591276,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
352,14569_1_2020_06_11_FVA133,20200615_194506.WAV,242.796625,245.796625,4.213247,11.786753,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
351,14569_1_2020_06_11_FVA133,20200615_194506.WAV,239.303565,242.303565,4.368336,9.641357,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
350,14569_1_2020_06_11_FVA133,20200615_194506.WAV,227.814485,230.814485,3.722132,8.478191,eurwoo,Eurasian Woodcock,whistle,11638,3,15/06/2020
371,14569_1_2020_06_11_FVA133,20200615_195508.WAV,480.14015,483.14015,3.987055,6.679612,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
372,14569_1_2020_06_11_FVA133,20200615_195508.WAV,486.587985,489.587985,3.430421,6.614887,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
373,14569_1_2020_06_11_FVA133,20200615_195508.WAV,493.63537,496.63537,3.857605,8.957929,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
374,14569_1_2020_06_11_FVA133,20200615_195508.WAV,497.014065,500.014065,3.831715,8.699029,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
361,14569_1_2020_06_11_FVA133,20200615_195508.WAV,223.058645,226.058645,4.375405,11.106796,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
362,14569_1_2020_06_11_FVA133,20200615_195508.WAV,226.604435,229.604435,4.582524,11.754045,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
363,14569_1_2020_06_11_FVA133,20200615_195508.WAV,229.964595,232.964595,3.857605,12.608414,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
409,14569_1_2020_06_11_FVA133,20200615_203516.WAV,236.37682,239.37682,2.9949,7.1795,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
408,14569_1_2020_06_11_FVA133,20200615_203516.WAV,235.527435,238.527435,2.9538,7.2615,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
407,14569_1_2020_06_11_FVA133,20200615_203516.WAV,235.13939,238.13939,2.9538,7.2205,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
406,14569_1_2020_06_11_FVA133,20200615_203516.WAV,234.750515,237.750515,3.0769,8.2462,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
405,14569_1_2020_06_11_FVA133,20200615_203516.WAV,234.353845,237.353845,3.159,8.2872,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
369,14569_1_2020_06_11_FVA133,20200615_195508.WAV,374.43135,377.43135,4.297735,11.313916,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
370,14569_1_2020_06_11_FVA133,20200615_195508.WAV,483.18346,486.18346,4.142395,8.750809,eurwoo,Eurasian Woodcock,whistle,11639,3,15/06/2020
379,14569_1_2020_06_11_FVA133,20200615_200510.WAV,418.342895,421.342895,4.420032,16.025848,eurwoo,Eurasian Woodcock,whistle,11640,3,15/06/2020
380,14569_1_2020_06_11_FVA133,20200615_200510.WAV,421.972225,424.972225,4.600969,11.941842,eurwoo,Eurasian Woodcock,whistle,11640,3,15/06/2020
381,14569_1_2020_06_11_FVA133,20200615_200510.WAV,425.5303,428.5303,4.187399,8.374798,eurwoo,Eurasian Woodcock,whistle,11640,3,15/06/2020
382,14569_1_2020_06_11_FVA133,20200615_200510.WAV,167.49666,170.49666,5.738288,14.216478,eurwoo,Eurasian Woodcock,whistle,11640,3,15/06/2020
375,14569_1_2020_06_11_FVA133,20200615_200510.WAV,177.518225,180.518225,3.903069,21.970922,eurwoo,Eurasian Woodcock,whistle,11640,3,15/06/2020
376,14569_1_2020_06_11_FVA133,20200615_200510.WAV,174.00028,177.00028,4.187399,18.584814,eurwoo,Eurasian Woodcock,whistle,11640,3,15/06/2020
377,14569_1_2020_06_11_FVA133,20200615_200510.WAV,411.158485,414.158485,3.980614,9.951535,eurwoo,Eurasian Woodcock,whistle,11640,3,15/06/2020
378,14569_1_2020_06_11_FVA133,20200615_200510.WAV,414.500065,417.500065,4.264943,11.760905,eurwoo,Eurasian Woodcock,whistle,11640,3,15/06/2020
383,14569_1_2020_06_11_FVA133,20200615_201512.WAV,96.114,99.114,6.100162,8.219709,eurwoo,Eurasian Woodcock,whistle,11641,3,15/06/2020
4877,14569_1_2020_06_11_FVA133,20200616_193504.WAV,17.7159535,20.7159535,4.4572,9.0796,eurwoo,Eurasian Woodcock,woodcock,11646,3,16/06/2020
4876,14569_1_2020_06_11_FVA133,20200616_193504.WAV,14.614166,17.614166,5.5468,9.1126,eurwoo,Eurasian Woodcock,woodcock,11646,3,16/06/2020
4879,14569_1_2020_06_11_FVA133,20200616_193504.WAV,24.2599695,27.2599695,4.2591,14.3292,eurwoo,Eurasian Woodcock,woodcock,11646,3,16/06/2020
4880,14569_1_2020_06_11_FVA133,20200616_193504.WAV,27.6643715,30.6643715,2.6743,8.5183,eurwoo,Eurasian Woodcock,woodcock,11646,3,16/06/2020
395,14569_1_2020_06_11_FVA133,20200615_202514.WAV,172.90732,175.90732,6.358643,7.702746,eurwoo,Eurasian Woodcock,whistle,11642,3,15/06/2020
396,14569_1_2020_06_11_FVA133,20200615_202514.WAV,176.77798,179.77798,5.634895,8.736672,eurwoo,Eurasian Woodcock,whistle,11642,3,15/06/2020
397,14569_1_2020_06_11_FVA133,20200615_202514.WAV,180.750755,183.750755,4.006462,12.019386,eurwoo,Eurasian Woodcock,whistle,11642,3,15/06/2020
389,14569_1_2020_06_11_FVA133,20200615_202514.WAV,59.209617,62.209617,4.290792,9.899838,eurwoo,Eurasian Woodcock,whistle,11642,3,15/06/2020
391,14569_1_2020_06_11_FVA133,20200615_202514.WAV,67.071625,70.071625,4.239095,11.55412,eurwoo,Eurasian Woodcock,whistle,11642,3,15/06/2020
392,14569_1_2020_06_11_FVA133,20200615_202514.WAV,71.0536775,74.0536775,4.135703,8.865913,eurwoo,Eurasian Woodcock,whistle,11642,3,15/06/2020
394,14569_1_2020_06_11_FVA133,20200615_202514.WAV,74.95565,77.95565,3.980614,7.315024,eurwoo,Eurasian Woodcock,whistle,11642,3,15/06/2020
399,14569_1_2020_06_11_FVA133,20200615_203516.WAV,221.88695,224.88695,3.6923,9.0667,eurwoo,Eurasian Woodcock,whistle,11643,3,15/06/2020
411,14569_1_2020_06_11_FVA133,20200615_203516.WAV,238.25986,241.25986,2.7897,7.5077,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
410,14569_1_2020_06_11_FVA133,20200615_203516.WAV,237.21645,240.21645,3.0359,7.3846,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
4917,14569_1_2020_06_11_FVA133,20200616_195508.WAV,529.47595,532.47595,1.32,17.96,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4915,14569_1_2020_06_11_FVA133,20200616_195508.WAV,511.95318,514.95318,1.28,13.76,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4913,14569_1_2020_06_11_FVA133,20200616_195508.WAV,507.07266,510.07266,3.7594,13.8295,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
404,14569_1_2020_06_11_FVA133,20200615_203516.WAV,233.961485,236.961485,3.159,8.5333,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
403,14569_1_2020_06_11_FVA133,20200615_203516.WAV,232.917585,235.917585,2.9949,8.2872,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
402,14569_1_2020_06_11_FVA133,20200615_203516.WAV,232.24498,235.24498,2.8718,8.2462,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
401,14569_1_2020_06_11_FVA133,20200615_203516.WAV,231.79225,234.79225,2.9949,8.2872,eurwoo,Eurasian Woodcock,"cwhistle, chase",11643,3,15/06/2020
400,14569_1_2020_06_11_FVA133,20200615_203516.WAV,229.016955,232.016955,3.0769,11.3641,eurwoo,Eurasian Woodcock,whistle,11643,3,15/06/2020
398,14569_1_2020_06_11_FVA133,20200615_203516.WAV,218.78695,221.78695,4.1436,8.4103,eurwoo,Eurasian Woodcock,whistle,11643,3,15/06/2020
4890,14569_1_2020_06_11_FVA133,20200616_193504.WAV,431.515465,434.515465,1.5188,9.4097,eurwoo,Eurasian Woodcock,woodcock,11646,3,16/06/2020
4884,14569_1_2020_06_11_FVA133,20200616_193504.WAV,259.93045,262.93045,1.1556,11.82,eurwoo,Eurasian Woodcock,woodcock,11646,3,16/06/2020
4885,14569_1_2020_06_11_FVA133,20200616_193504.WAV,270.42087,273.42087,0.9245,8.0561,eurwoo,Eurasian Woodcock,woodcock,11646,3,16/06/2020
4902,14569_1_2020_06_11_FVA133,20200616_195508.WAV,166.111455,169.111455,1.948,12.1831,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4901,14569_1_2020_06_11_FVA133,20200616_195508.WAV,162.782705,165.782705,1.3537,12.1501,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4900,14569_1_2020_06_11_FVA133,20200616_195508.WAV,159.32157,162.32157,1.3207,13.0416,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4899,14569_1_2020_06_11_FVA133,20200616_195508.WAV,58.39324,61.39324,1.6178,12.2162,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4898,14569_1_2020_06_11_FVA133,20200616_195508.WAV,54.894271,57.894271,1.5848,12.8105,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4888,14569_1_2020_06_11_FVA133,20200616_193504.WAV,422.896325,425.896325,0.8914,16.5413,eurwoo,Eurasian Woodcock,woodcock,11646,3,16/06/2020
4887,14569_1_2020_06_11_FVA133,20200616_193504.WAV,419.4541,422.4541,1.1226,12.4143,eurwoo,Eurasian Woodcock,woodcock,11646,3,16/06/2020
4893,14569_1_2020_06_11_FVA133,20200616_194506.WAV,154.558545,157.558545,0.2971,9.2447,eurwoo,Eurasian Woodcock,woodcock,11647,3,16/06/2020
4897,14569_1_2020_06_11_FVA133,20200616_194506.WAV,150.84382,153.84382,0.5283,8.0891,eurwoo,Eurasian Woodcock,woodcock,11647,3,16/06/2020
4932,14569_1_2020_06_11_FVA133,20200616_201512.WAV,555.554775,558.554775,2.5093,15.4518,eurwoo,Eurasian Woodcock,woodcock,11650,3,16/06/2020
4925,14569_1_2020_06_11_FVA133,20200616_201512.WAV,373.16771,376.16771,1.5848,14.6924,eurwoo,Eurasian Woodcock,woodcock,11650,3,16/06/2020
4931,14569_1_2020_06_11_FVA133,20200616_201512.WAV,551.83685,554.83685,2.6083,17.9941,eurwoo,Eurasian Woodcock,woodcock,11650,3,16/06/2020
4929,14569_1_2020_06_11_FVA133,20200616_201512.WAV,543.975865,546.975865,2.1461,16.2772,eurwoo,Eurasian Woodcock,woodcock,11650,3,16/06/2020
4912,14569_1_2020_06_11_FVA133,20200616_195508.WAV,504.254575,507.254575,3.4952,13.4333,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4911,14569_1_2020_06_11_FVA133,20200616_195508.WAV,501.323,504.323,3.6273,14.3247,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4910,14569_1_2020_06_11_FVA133,20200616_195508.WAV,492.679995,495.679995,3.2311,18.947,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4919,14569_1_2020_06_11_FVA133,20200616_195508.WAV,536.486025,539.486025,1.84,17.6,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4909,14569_1_2020_06_11_FVA133,20200616_195508.WAV,412.697825,415.697825,0.8914,12.1171,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4908,14569_1_2020_06_11_FVA133,20200616_195508.WAV,409.35015,412.35015,1.0895,11.7209,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4907,14569_1_2020_06_11_FVA133,20200616_195508.WAV,405.948075,408.948075,1.6178,11.1266,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4906,14569_1_2020_06_11_FVA133,20200616_195508.WAV,236.461265,239.461265,2.9385,12.2492,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4905,14569_1_2020_06_11_FVA133,20200616_195508.WAV,233.0833,236.0833,2.2781,12.5463,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4904,14569_1_2020_06_11_FVA133,20200616_195508.WAV,229.33772,232.33772,1.948,12.8765,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4903,14569_1_2020_06_11_FVA133,20200616_195508.WAV,226.06571,229.06571,1.8159,12.8765,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4943,14569_1_2020_06_11_FVA133,20200617_193504.WAV,525.17617,528.17617,1.9233,14.8775,eurwoo,Eurasian Woodcock,woodcock,11655,3,17/06/2020
4944,14569_1_2020_06_11_FVA133,20200617_194506.WAV,54.4056645,57.4056645,1.6093,11.2064,eurwoo,Eurasian Woodcock,woodcock,11656,3,17/06/2020
4947,14569_1_2020_06_11_FVA133,20200617_194506.WAV,345.270495,348.270495,3.3063,10.826,eurwoo,Eurasian Woodcock,woodcock,11656,3,17/06/2020
4946,14569_1_2020_06_11_FVA133,20200617_194506.WAV,342.10506,345.10506,3.2186,11.5283,eurwoo,Eurasian Woodcock,woodcock,11656,3,17/06/2020
4918,14569_1_2020_06_11_FVA133,20200616_195508.WAV,533.082885,536.082885,1.4,16.88,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4916,14569_1_2020_06_11_FVA133,20200616_195508.WAV,526.17555,529.17555,1.76,15.36,eurwoo,Eurasian Woodcock,woodcock,11648,3,16/06/2020
4921,14569_1_2020_06_11_FVA133,20200616_200510.WAV,51.364689,54.364689,1.2874,12.5816,eurwoo,Eurasian Woodcock,woodcock,11649,3,16/06/2020
4924,14569_1_2020_06_11_FVA133,20200616_200510.WAV,61.7063045,64.7063045,2.37,14.6548,eurwoo,Eurasian Woodcock,woodcock,11649,3,16/06/2020
4923,14569_1_2020_06_11_FVA133,20200616_200510.WAV,58.515308,61.515308,3.1558,19.19,eurwoo,Eurasian Woodcock,woodcock,11649,3,16/06/2020
4922,14569_1_2020_06_11_FVA133,20200616_200510.WAV,54.6022665,57.6022665,0.8193,15.332,eurwoo,Eurasian Woodcock,woodcock,11649,3,16/06/2020
4926,14569_1_2020_06_11_FVA133,20200616_201512.WAV,376.85885,379.85885,2.8064,19.8727,eurwoo,Eurasian Woodcock,woodcock,11650,3,16/06/2020
4930,14569_1_2020_06_11_FVA133,20200616_201512.WAV,547.648075,550.648075,1.981,20.0998,eurwoo,Eurasian Woodcock,woodcock,11650,3,16/06/2020
4927,14569_1_2020_06_11_FVA133,20200616_201512.WAV,380.175555,383.175555,3.2686,23.7029,eurwoo,Eurasian Woodcock,woodcock,11650,3,16/06/2020
8181,14569_1_2020_06_11_FVA133,20200617_201512.WAV,374.28816,377.28816,3.671498,9.198068,eurwoo,Eurasian Woodcock,whistle,11659,3,17/06/2020
8184,14569_1_2020_06_11_FVA133,20200617_201512.WAV,514.33283,517.33283,3.246377,13.719807,eurwoo,Eurasian Woodcock,whistle,11659,3,17/06/2020
8183,14569_1_2020_06_11_FVA133,20200617_201512.WAV,510.450925,513.450925,2.47343,14.84058,eurwoo,Eurasian Woodcock,whistle,11659,3,17/06/2020
8178,14569_1_2020_06_11_FVA133,20200617_201512.WAV,363.88465,366.88465,3.63285,8.347826,eurwoo,Eurasian Woodcock,whistle,11659,3,17/06/2020
8179,14569_1_2020_06_11_FVA133,20200617_201512.WAV,367.55286,370.55286,3.594203,9.777778,eurwoo,Eurasian Woodcock,whistle,11659,3,17/06/2020
4936,14569_1_2020_06_11_FVA133,20200616_202514.WAV,563.3794,566.3794,1.737931,20.565518,eurwoo,Eurasian Woodcock,woodcock,11651,3,16/06/2020
4937,14569_1_2020_06_11_FVA133,20200616_202514.WAV,564.15341,567.15341,0.868966,22.013793,eurwoo,Eurasian Woodcock,woodcock,11651,3,16/06/2020
4938,14569_1_2020_06_11_FVA133,20200616_202514.WAV,564.86969,567.86969,0.993103,22.841379,eurwoo,Eurasian Woodcock,woodcock,11651,3,16/06/2020
4935,14569_1_2020_06_11_FVA133,20200616_202514.WAV,562.536085,565.536085,2.358621,18.910346,eurwoo,Eurasian Woodcock,woodcock,11651,3,16/06/2020
4939,14569_1_2020_06_11_FVA133,20200616_203516.WAV,293.296985,296.296985,1.1556,14.3512,eurwoo,Eurasian Woodcock,woodcock,11652,3,16/06/2020
4940,14569_1_2020_06_11_FVA133,20200616_203516.WAV,285.6612,288.6612,3.0375,15.5508,eurwoo,Eurasian Woodcock,woodcock,11652,3,16/06/2020
4941,14569_1_2020_06_11_FVA133,20200616_203516.WAV,289.459355,292.459355,2.7293,16.1341,eurwoo,Eurasian Woodcock,woodcock,11652,3,16/06/2020
8168,14569_1_2020_06_11_FVA133,20200617_191500.WAV,501.469915,504.469915,3.207729,7.652174,eurwoo,Eurasian Woodcock,whistle,11653,3,17/06/2020
8169,14569_1_2020_06_11_FVA133,20200617_191500.WAV,502.73808,505.73808,3.439614,7.806763,eurwoo,Eurasian Woodcock,whistle,11653,3,17/06/2020
8171,14569_1_2020_06_11_FVA133,20200617_192502.WAV,546.9808,549.9808,2.898551,7.2657,eurwoo,Eurasian Woodcock,whistle,11654,3,17/06/2020
1519,14569_1_2020_06_11_FVA133,20200623_193504.WAV,539.59575,542.59575,3.903069,12.277868,eurwoo,Eurasian Woodcock,whistle,11709,3,23/06/2020
430,14569_1_2020_06_11_FVA133,20200623_194506.WAV,269.3349,272.3349,4.169014,9.42723,eurwoo,Eurasian Woodcock,whistle,11710,3,23/06/2020
429,14569_1_2020_06_11_FVA133,20200623_194506.WAV,265.686995,268.686995,4.58216,8.413146,eurwoo,Eurasian Woodcock,whistle,11710,3,23/06/2020
428,14569_1_2020_06_11_FVA133,20200623_194506.WAV,272.634025,275.634025,4.356808,10.967136,eurwoo,Eurasian Woodcock,whistle,11710,3,23/06/2020
436,14569_1_2020_06_11_FVA133,20200623_194506.WAV,584.04425,587.04425,3.981221,10.403756,eurwoo,Eurasian Woodcock,whistle,11710,3,23/06/2020
4945,14569_1_2020_06_11_FVA133,20200617_194506.WAV,58.2940985,61.2940985,1.6093,9.3045,eurwoo,Eurasian Woodcock,woodcock,11656,3,17/06/2020
8175,14569_1_2020_06_11_FVA133,20200617_195508.WAV,410.4418,413.4418,3.710145,7.613527,eurwoo,Eurasian Woodcock,whistle,11657,3,17/06/2020
8173,14569_1_2020_06_11_FVA133,20200617_195508.WAV,110.194015,113.194015,1.73913,7.304348,eurwoo,Eurasian Woodcock,whistle,11657,3,17/06/2020
8172,14569_1_2020_06_11_FVA133,20200617_195508.WAV,107.287355,110.287355,2.357488,7.574879,eurwoo,Eurasian Woodcock,whistle,11657,3,17/06/2020
8174,14569_1_2020_06_11_FVA133,20200617_195508.WAV,406.96668,409.96668,3.748792,9.429952,eurwoo,Eurasian Woodcock,whistle,11657,3,17/06/2020
8177,14569_1_2020_06_11_FVA133,20200617_200510.WAV,476.140485,479.140485,3.169082,10.086957,eurwoo,Eurasian Woodcock,whistle,11658,3,17/06/2020
8176,14569_1_2020_06_11_FVA133,20200617_200510.WAV,473.307665,476.307665,3.826087,7.884058,eurwoo,Eurasian Woodcock,whistle,11658,3,17/06/2020
8182,14569_1_2020_06_11_FVA133,20200617_201512.WAV,506.376805,509.376805,4.251208,10.666667,eurwoo,Eurasian Woodcock,whistle,11659,3,17/06/2020
8185,14569_1_2020_06_11_FVA133,20200617_201512.WAV,542.8981,545.8981,3.362319,11.014493,eurwoo,Eurasian Woodcock,whistle,11659,3,17/06/2020
8180,14569_1_2020_06_11_FVA133,20200617_201512.WAV,370.828815,373.828815,2.589372,11.323671,eurwoo,Eurasian Woodcock,whistle,11659,3,17/06/2020
8187,14569_1_2020_06_11_FVA133,20200617_201512.WAV,549.1246,552.1246,1.73913,8.927536,eurwoo,Eurasian Woodcock,whistle,11659,3,17/06/2020
450,14569_1_2020_06_11_FVA133,20200623_195508.WAV,391.26198,394.26198,4.458805,9.80937,eurwoo,Eurasian Woodcock,whistle,11711,3,23/06/2020
442,14569_1_2020_06_11_FVA133,20200623_195508.WAV,68.1690445,71.1690445,3.838449,12.213247,eurwoo,Eurasian Woodcock,whistle,11711,3,23/06/2020
443,14569_1_2020_06_11_FVA133,20200623_195508.WAV,71.7426825,74.7426825,3.838449,8.723748,eurwoo,Eurasian Woodcock,whistle,11711,3,23/06/2020
444,14569_1_2020_06_11_FVA133,20200623_195508.WAV,75.394115,78.394115,4.264943,7.521809,eurwoo,Eurasian Woodcock,whistle,11711,3,23/06/2020
8186,14569_1_2020_06_11_FVA133,20200617_201512.WAV,545.99045,548.99045,2.318841,13.178744,eurwoo,Eurasian Woodcock,whistle,11659,3,17/06/2020
416,14569_1_2020_06_11_FVA133,20200623_192502.WAV,279.400515,282.400515,3.541195,9.563813,eurwoo,Eurasian Woodcock,whistle,11708,3,23/06/2020
415,14569_1_2020_06_11_FVA133,20200623_192502.WAV,275.9754,278.9754,3.644588,9.848142,eurwoo,Eurasian Woodcock,whistle,11708,3,23/06/2020
414,14569_1_2020_06_11_FVA133,20200623_192502.WAV,272.5874,275.5874,4.006462,9.848142,eurwoo,Eurasian Woodcock,whistle,11708,3,23/06/2020
1520,14569_1_2020_06_11_FVA133,20200623_193504.WAV,546.900775,549.900775,3.33441,9.486268,eurwoo,Eurasian Woodcock,whistle,11709,3,23/06/2020
1518,14569_1_2020_06_11_FVA133,20200623_193504.WAV,543.23435,546.23435,3.747981,14.397415,eurwoo,Eurasian Woodcock,whistle,11709,3,23/06/2020
