selec,deploy.id,sound.files,view,channel,start,end,bottom.freq,top.freq,species.code,common.name,annotation,recording.id,duration
536,14569_1_2020_06_11_FVA133,20200624_191500.WAV,Spectrogram 1,1,530.77055,533.77055,4.406886,11.14241,eurwoo,Eurasian Woodcock,whistle,11716,3.0
535,14569_1_2020_06_11_FVA133,20200624_191500.WAV,Spectrogram 1,1,245.7551,248.7551,3.530516,7.361502,eurwoo,Eurasian Woodcock,whistle,11716,3.0
534,14569_1_2020_06_11_FVA133,20200624_191500.WAV,Spectrogram 1,1,242.265,245.265,4.156495,8.788732,eurwoo,Eurasian Woodcock,whistle,11716,3.0
546,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,270.7759,273.7759,4.394184,8.659128,eurwoo,Eurasian Woodcock,whistle,11717,3.0
548,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,328.90502,331.90502,4.652666,9.796446,eurwoo,Eurasian Woodcock,whistle,11717,3.0
549,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,332.69214,335.69214,3.747981,14.526656,eurwoo,Eurasian Woodcock,whistle,11717,3.0
550,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,336.340025,339.340025,3.373183,14.875606,eurwoo,Eurasian Woodcock,whistle,11717,3.0
551,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,339.67989,342.67989,4.31664,9.17609,eurwoo,Eurasian Woodcock,whistle,11717,3.0
542,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,187.166465,190.166465,3.903069,9.305331,eurwoo,Eurasian Woodcock,whistle,11717,3.0
543,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,190.80206,193.80206,3.567044,9.17609,eurwoo,Eurasian Woodcock,whistle,11717,3.0
544,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,264.08347,267.08347,4.807754,7.444265,eurwoo,Eurasian Woodcock,whistle,11717,3.0
545,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,267.313665,270.313665,4.73021,7.676898,eurwoo,Eurasian Woodcock,whistle,11717,3.0
547,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,274.39265,277.39265,5.01454,7.030695,eurwoo,Eurasian Woodcock,whistle,11717,3.0
539,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,175.86402,178.86402,6.229402,7.728595,eurwoo,Eurasian Woodcock,whistle,11717,3.0
540,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,179.443685,182.443685,4.626817,7.754443,eurwoo,Eurasian Woodcock,whistle,11717,3.0
541,14569_1_2020_06_11_FVA133,20200624_192502.WAV,Spectrogram 1,1,183.4536,186.4536,3.411955,9.512116,eurwoo,Eurasian Woodcock,whistle,11717,3.0
557,14569_1_2020_06_11_FVA133,20200624_193504.WAV,Spectrogram 1,1,318.64727,321.64727,3.877221,7.625202,eurwoo,Eurasian Woodcock,whistle,11718,3.0
556,14569_1_2020_06_11_FVA133,20200624_193504.WAV,Spectrogram 1,1,314.73945,317.73945,3.075929,9.74475,eurwoo,Eurasian Woodcock,whistle,11718,3.0
555,14569_1_2020_06_11_FVA133,20200624_193504.WAV,Spectrogram 1,1,310.775955,313.775955,2.558966,12.768982,eurwoo,Eurasian Woodcock,whistle,11718,3.0
554,14569_1_2020_06_11_FVA133,20200624_193504.WAV,Spectrogram 1,1,306.663955,309.663955,3.980614,9.512116,eurwoo,Eurasian Woodcock,whistle,11718,3.0
553,14569_1_2020_06_11_FVA133,20200624_193504.WAV,Spectrogram 1,1,302.93252,305.93252,4.187399,7.495961,eurwoo,Eurasian Woodcock,whistle,11718,3.0
562,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,31.7547925,34.7547925,3.851373,8.891761,eurwoo,Eurasian Woodcock,whistle,11719,3.0
558,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,17.1167975,20.1167975,4.859451,9.512116,eurwoo,Eurasian Woodcock,whistle,11719,3.0
559,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,20.606896,23.606896,4.420032,8.891761,eurwoo,Eurasian Woodcock,whistle,11719,3.0
560,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,24.1434065,27.1434065,4.264943,11.760905,eurwoo,Eurasian Woodcock,whistle,11719,3.0
561,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,27.819149,30.819149,4.109855,12.510501,eurwoo,Eurasian Woodcock,whistle,11719,3.0
563,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,35.116515,38.116515,3.799677,7.418417,eurwoo,Eurasian Woodcock,whistle,11719,3.0
564,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,77.13247,80.13247,4.213247,9.17609,eurwoo,Eurasian Woodcock,whistle,11719,3.0
565,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,80.687545,83.687545,4.058158,8.969305,eurwoo,Eurasian Woodcock,whistle,11719,3.0
566,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,368.325635,371.325635,6.100162,7.444265,eurwoo,Eurasian Woodcock,whistle,11719,3.0
567,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,372.15918,375.15918,3.050081,9.279483,eurwoo,Eurasian Woodcock,whistle,11719,3.0
568,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,376.199475,379.199475,3.954766,8.710824,eurwoo,Eurasian Woodcock,whistle,11719,3.0
569,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,380.099175,383.099175,4.290792,8.219709,eurwoo,Eurasian Woodcock,whistle,11719,3.0
570,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,532.31168,535.31168,5.376414,7.004847,eurwoo,Eurasian Woodcock,whistle,11719,3.0
571,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,535.91315,538.91315,4.03231,10.442649,eurwoo,Eurasian Woodcock,whistle,11719,3.0
572,14569_1_2020_06_11_FVA133,20200624_194506.WAV,Spectrogram 1,1,539.756,542.756,3.489499,9.227787,eurwoo,Eurasian Woodcock,whistle,11719,3.0
1524,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,144.455465,147.455465,4.682316,8.588419,eurwoo,Eurasian Woodcock,whistle,11720,3.0
1533,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,142.407065,145.407065,3.989189,8.010811,eurwoo,Eurasian Woodcock,whistle,11720,3.0
1526,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,155.84469,158.84469,3.480438,9.765258,eurwoo,Eurasian Woodcock,whistle,11720,3.0
1531,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,362.906535,365.906535,4.331768,9.114241,eurwoo,Eurasian Woodcock,whistle,11720,3.0
1530,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,359.08655,362.08655,3.655712,19.98122,eurwoo,Eurasian Woodcock,whistle,11720,3.0
1529,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,355.42008,358.42008,3.906103,14.447574,eurwoo,Eurasian Woodcock,whistle,11720,3.0
1528,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,351.92999,354.92999,4.58216,10.015649,eurwoo,Eurasian Woodcock,whistle,11720,3.0
1527,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,348.5327,351.5327,5.383412,9.41471,eurwoo,Eurasian Woodcock,whistle,11720,3.0
1523,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,153.176385,156.176385,4.532081,14.497653,eurwoo,Eurasian Woodcock,whistle,11720,3.0
1522,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,149.732685,152.732685,4.557121,9.915493,eurwoo,Eurasian Woodcock,whistle,11720,3.0
1525,14569_1_2020_06_11_FVA133,20200624_195508.WAV,Spectrogram 1,1,146.376865,149.376865,4.85759,9.815336,eurwoo,Eurasian Woodcock,whistle,11720,3.0
588,14569_1_2020_06_11_FVA133,20200624_200510.WAV,Spectrogram 1,1,265.847965,268.847965,4.368336,7.857835,eurwoo,Eurasian Woodcock,whistle,11721,3.0
592,14569_1_2020_06_11_FVA133,20200624_200510.WAV,Spectrogram 1,1,544.201725,547.201725,3.980614,9.667205,eurwoo,Eurasian Woodcock,whistle,11721,3.0
591,14569_1_2020_06_11_FVA133,20200624_200510.WAV,Spectrogram 1,1,540.999385,543.999385,3.127625,10.882068,eurwoo,Eurasian Woodcock,whistle,11721,3.0
590,14569_1_2020_06_11_FVA133,20200624_200510.WAV,Spectrogram 1,1,537.83412,540.83412,3.799677,10.261712,eurwoo,Eurasian Woodcock,whistle,11721,3.0
589,14569_1_2020_06_11_FVA133,20200624_200510.WAV,Spectrogram 1,1,534.566825,537.566825,4.290792,9.486268,eurwoo,Eurasian Woodcock,whistle,11721,3.0
586,14569_1_2020_06_11_FVA133,20200624_200510.WAV,Spectrogram 1,1,258.821655,261.821655,4.44588,9.17609,eurwoo,Eurasian Woodcock,whistle,11721,3.0
587,14569_1_2020_06_11_FVA133,20200624_200510.WAV,Spectrogram 1,1,262.41386,265.41386,4.471729,8.865913,eurwoo,Eurasian Woodcock,whistle,11721,3.0
1560,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,462.664815,465.664815,4.264943,9.382876,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1539,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,220.068175,223.068175,4.187399,10.235864,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1540,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,223.45617,226.45617,4.109855,9.563813,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1541,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,227.150475,230.150475,3.747981,8.917609,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1542,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,234.112115,237.112115,4.31664,8.607431,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1543,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,238.112735,241.112735,4.31664,7.831987,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1544,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,275.16082,278.16082,4.600969,7.547658,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1545,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,279.22118,282.22118,5.273021,7.340872,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1546,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,274.60341,277.60341,4.807754,7.625202,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1547,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,280.3017,283.3017,3.954766,6.82391,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1559,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,458.81871,461.81871,4.652666,8.452342,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1555,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,336.967665,339.967665,3.954766,9.486268,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1558,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,450.435075,453.435075,4.510501,7.689822,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1556,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,333.102785,336.102785,0.387722,1.886914,eurwoo,Eurasian Woodcock,croak,11722,3.0
1557,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,336.28656,339.28656,0.387722,1.757674,eurwoo,Eurasian Woodcock,croak,11722,3.0
1550,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,321.97696,324.97696,6.229402,7.676898,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1551,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,324.891555,327.891555,4.03231,9.098546,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1552,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,327.889685,330.889685,3.877221,9.615509,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1553,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,330.81359,333.81359,2.791599,18.92084,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1554,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,333.821015,336.821015,2.042003,24.0,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1534,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,144.91043,147.91043,4.290792,7.857835,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1535,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,148.32628,151.32628,3.567044,9.382876,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1536,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,159.526765,162.526765,3.489499,7.108239,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1537,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,211.9848,214.9848,6.177706,7.599354,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1538,14569_1_2020_06_11_FVA133,20200624_201512.WAV,Spectrogram 1,1,216.194085,219.194085,5.996769,7.676898,eurwoo,Eurasian Woodcock,whistle,11722,3.0
1574,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,421.611315,424.611315,3.903069,12.148627,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1573,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,417.30438,420.30438,3.592892,14.526656,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1572,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,374.825975,377.825975,3.903069,10.726979,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1571,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,370.93674,373.93674,3.747981,12.768982,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1577,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,434.23512,437.23512,4.342488,6.978998,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1570,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,366.62053,369.62053,4.135703,9.87399,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1569,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,362.61062,365.61062,4.44588,8.34895,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1568,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,358.49862,361.49862,4.420032,9.021002,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1567,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,125.05217,128.05217,4.290792,8.374798,eurwoo,Eurasian Woodcock,whistle,11723,2.999999999999986
1566,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,122.007614,125.007614,3.799677,7.263328,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1579,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,556.96625,559.96625,5.092084,7.315024,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1580,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,559.868185,562.868185,3.954766,7.211632,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1576,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,430.3087,433.3087,4.239095,7.883683,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1575,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,426.057485,429.057485,3.903069,9.253635,eurwoo,Eurasian Woodcock,whistle,11723,3.0
1581,14569_1_2020_06_11_FVA133,20200624_202514.WAV,Spectrogram 1,1,560.156665,563.156665,3.903069,7.108239,eurwoo,Eurasian Woodcock,whistle,11723,3.0
642,14569_1_2020_06_11_FVA133,20200624_203516.WAV,Spectrogram 1,1,248.954205,251.954205,4.394184,7.754443,eurwoo,Eurasian Woodcock,whistle,11724,3.0
638,14569_1_2020_06_11_FVA133,20200624_203516.WAV,Spectrogram 1,1,32.770013,35.770013,4.264943,7.883683,eurwoo,Eurasian Woodcock,whistle,11724,3.0
639,14569_1_2020_06_11_FVA133,20200624_203516.WAV,Spectrogram 1,1,36.8263265,39.8263265,4.420032,8.891761,eurwoo,Eurasian Woodcock,whistle,11724,3.0
640,14569_1_2020_06_11_FVA133,20200624_203516.WAV,Spectrogram 1,1,41.5509545,44.5509545,3.928918,8.684976,eurwoo,Eurasian Woodcock,whistle,11724,3.0
641,14569_1_2020_06_11_FVA133,20200624_203516.WAV,Spectrogram 1,1,45.5701385,48.5701385,4.264943,8.012924,eurwoo,Eurasian Woodcock,whistle,11724,3.0
643,14569_1_2020_06_11_FVA133,20200624_203516.WAV,Spectrogram 1,1,251.516095,254.516095,4.006462,7.857835,eurwoo,Eurasian Woodcock,whistle,11724,3.0
646,14569_1_2020_06_11_FVA133,20200624_203516.WAV,Spectrogram 1,1,285.4857,288.4857,3.773829,7.780291,eurwoo,Eurasian Woodcock,whistle,11724,3.0
654,14569_1_2020_06_11_FVA133,20200625_193504.WAV,Spectrogram 1,1,569.5849,572.5849,4.523425,9.253635,eurwoo,Eurasian Woodcock,whistle,11727,3.0
655,14569_1_2020_06_11_FVA133,20200625_193504.WAV,Spectrogram 1,1,573.16185,576.16185,4.006462,9.486268,eurwoo,Eurasian Woodcock,whistle,11727,3.0
656,14569_1_2020_06_11_FVA133,20200625_193504.WAV,Spectrogram 1,1,576.9397,579.9397,3.747981,10.003231,eurwoo,Eurasian Woodcock,whistle,11727,3.0
650,14569_1_2020_06_11_FVA133,20200625_193504.WAV,Spectrogram 1,1,284.36328,287.36328,3.68336,8.775444,eurwoo,Eurasian Woodcock,whistle,11727,3.0
648,14569_1_2020_06_11_FVA133,20200625_193504.WAV,Spectrogram 1,1,117.150045,120.150045,4.135703,7.573506,eurwoo,Eurasian Woodcock,whistle,11727,3.0
649,14569_1_2020_06_11_FVA133,20200625_193504.WAV,Spectrogram 1,1,281.411565,284.411565,4.975767,8.620355,eurwoo,Eurasian Woodcock,whistle,11727,3.0
651,14569_1_2020_06_11_FVA133,20200625_193504.WAV,Spectrogram 1,1,287.71141,290.71141,5.453958,7.263328,eurwoo,Eurasian Woodcock,whistle,11727,3.0
1595,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,433.152425,436.152425,4.084006,9.434572,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1599,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,441.6238,444.6238,3.106796,9.682848,eurwoo,Eurasian Woodcock,woodcock,11728,3.0
1600,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,442.39424,445.39424,3.158576,9.165049,eurwoo,Eurasian Woodcock,woodcock,11728,3.0
1602,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,447.66675,450.66675,3.598706,5.618123,eurwoo,Eurasian Woodcock,woodcock,11728,3.0
1601,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,445.47616,448.47616,3.443366,7.94822,eurwoo,Eurasian Woodcock,woodcock,11728,3.0
1597,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,439.720975,442.720975,3.184466,9.708738,eurwoo,Eurasian Woodcock,woodcock,11728,3.0
1596,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,436.777375,439.777375,3.282714,9.899838,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1582,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,144.026685,147.026685,4.058158,7.857835,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1583,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,147.41469,150.41469,4.058158,7.625202,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1584,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,192.050495,195.050495,4.549273,11.709208,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1585,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,195.49418,198.49418,3.696284,13.647819,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1586,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,199.188485,202.188485,3.670436,9.563813,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1587,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,280.144425,283.144425,4.756058,7.470113,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1588,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,283.73662,286.73662,4.290792,9.021002,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1589,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,287.45877,290.45877,4.006462,9.331179,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1590,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,308.793625,311.793625,4.148627,7.431341,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1591,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,375.566255,378.566255,4.471729,8.684976,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1592,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,378.81502,381.81502,4.161551,9.021002,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1593,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,382.51862,385.51862,3.696284,9.227787,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1594,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,386.03654,389.03654,3.928918,7.030695,eurwoo,Eurasian Woodcock,whistle,11728,3.0
1598,14569_1_2020_06_11_FVA133,20200625_194506.WAV,Spectrogram 1,1,440.760575,443.760575,3.210356,8.983819,eurwoo,Eurasian Woodcock,woodcock,11728,3.0
1623,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,594.539985,597.539985,4.060671,7.498474,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1612,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,156.738855,159.738855,3.660025,8.571172,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1611,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,152.988845,155.988845,4.047747,8.777957,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1610,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,149.58895,152.58895,4.56471,8.571172,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1609,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,145.760245,148.760245,4.952432,8.622868,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1608,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,138.46607,141.46607,4.370849,8.118829,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1607,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,39.4148715,42.4148715,4.370849,7.395081,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1606,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,35.887644,38.887644,5.805421,8.028361,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1605,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,32.277788,35.277788,4.797343,7.847424,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1620,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,587.00715,590.00715,4.202836,8.416083,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1619,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,583.009575,586.009575,4.189912,8.092981,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1618,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,362.06743,365.06743,4.202836,8.235146,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1617,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,354.50014,357.50014,4.099443,8.338538,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1616,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,351.0868,354.0868,4.099443,8.803805,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1615,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,347.727435,350.727435,4.538862,7.795727,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1614,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,344.21754,347.21754,4.771495,7.433854,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1613,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,160.58167,163.58167,4.319152,7.188296,eurwoo,Eurasian Woodcock,whistle,11729,3.0
1621,14569_1_2020_06_11_FVA133,20200625_195508.WAV,Spectrogram 1,1,590.19098,593.19098,3.427391,8.881349,eurwoo,Eurasian Woodcock,whistle,11729,3.0
721,14569_1_2020_06_11_FVA133,20200625_200510.WAV,Spectrogram 1,1,568.13685,571.13685,5.258216,7.912363,eurwoo,Eurasian Woodcock,whistle,11730,3.0
720,14569_1_2020_06_11_FVA133,20200625_200510.WAV,Spectrogram 1,1,564.712635,567.712635,4.381847,8.438185,eurwoo,Eurasian Woodcock,whistle,11730,3.0
717,14569_1_2020_06_11_FVA133,20200625_200510.WAV,Spectrogram 1,1,489.25052,492.25052,3.981221,7.010955,eurwoo,Eurasian Woodcock,whistle,11730,3.0
716,14569_1_2020_06_11_FVA133,20200625_200510.WAV,Spectrogram 1,1,485.35254,488.35254,5.183099,7.111111,eurwoo,Eurasian Woodcock,whistle,11730,3.0
713,14569_1_2020_06_11_FVA133,20200625_200510.WAV,Spectrogram 1,1,324.8742,327.8742,4.356808,6.00939,eurwoo,Eurasian Woodcock,whistle,11730,3.0
714,14569_1_2020_06_11_FVA133,20200625_200510.WAV,Spectrogram 1,1,331.24202,334.24202,4.331768,7.086072,eurwoo,Eurasian Woodcock,whistle,11730,3.0
715,14569_1_2020_06_11_FVA133,20200625_200510.WAV,Spectrogram 1,1,332.40228,335.40228,4.206573,7.211268,eurwoo,Eurasian Woodcock,whistle,11730,3.0
719,14569_1_2020_06_11_FVA133,20200625_200510.WAV,Spectrogram 1,1,561.0623,564.0623,4.544601,7.774648,eurwoo,Eurasian Woodcock,whistle,11730,3.0
